sentence1	sentence2	gold_label
Number 13 reaches out as he turns directions in an effort to deflect the anticipated path of the football during the game.	There are people playing football.	entailment
Two women in colorful dresses are sweeping water out of the street while a man watches.	Two women being watched by a man.	neutral
A slender man holds a squirming child on a city street.	The child is being held.	entailment
A manager talks to an employee about job performance.	People are talking to each other.	entailment
A man in a sweater is holding a lamp.	The guy has a light.	entailment
People walk on a city street near lined parking spaces.	The people are walking near the parking area	entailment
two white dogs running through the grass	Two dogs are running outside.	entailment
The start of an event in a downtown street is lined by stalls, chairs, and spectators.	An event is starting downtown.	entailment
A crowd of boys play cricket in an open sand lot.	The boys are playing dominoes.	contradiction
A street performer, dressed in colorful flowers, is hula hooping for tourists attention.	A woman is buying hula hoops.	contradiction
Two dark-haired women are seated and engaged in a conversation.	two men are engaged in a game	contradiction
Four people look into the distance from the top of a concrete structure, with blue lettering on the side.	The structure has red lettering on the side.	contradiction
A white man playing volleyball.	A woman kicking a volleyball.	contradiction
A female gymnast in a red and blue leotard does a back flip on the balance beam.	A person is on a beam	entailment
A breakdancer in red and black is pictured while in the middle of a complex move.	A breakdancer is pictured while doing a complex move in front of a group of cheering people.	neutral
Two ladies are looking at jewelry.	Two ladies looking at personal ornaments	entailment
A big, brown dog is shaking off while in the water.	The dog is dry.	contradiction
A curly-haired male drummer and a guitarist on stage in the middle of a set.	Drummer and guitarist packing their instruments into a tour bus.	contradiction
A man is on the ground while a person on a skateboard talks to them.	A man speaks with a person on a skateboard.	entailment
A middle-aged white male with blue jeans, black gloves, no shirt and a hat is working on a roof.	A construction worker repairs his client's roof.	neutral
A young man is working very hard for his country.	A young soldier working in Iraq.	neutral
A girl has a falcon resting on her hand, and a man with a microphone is talking to her while looking at the bird.	A man interviews the prize winning falconer.	neutral
two men standing in the snow, one looking at the camera, the other reading a paper by a sign.	The two men are waiting on the bus.	neutral
A competition match between two martial arts fighters.	Two kung fu masters are pummeling one another	neutral
Many people wearing headphones are sitting in blue chairs looking at computers.	A bunch of people are playing baseball.	contradiction
A happy Woman holding a guitar.	A woman learning how to play guitar.	neutral
A baseball pitcher prepares to throw.	The baseball pitcher is shooting a basketball.	contradiction
Person in red-checked jacket with fur collar and dark stocking cap with head bowed.	The person is praying.	neutral
Two girls watch an experiment unfold as one of the girls pours a liquid into a beaker.	Two girls are performing a chemical experiment	entailment
Men in hard hats and brightly colored shirts are on scaffolding next to a building.	Men stand next to a building.	entailment
Two children sitting by the water.	Two children are sleeping in a tent near a lake.	contradiction
Little town and its people on the streets.	There is a massive city.	contradiction
A person playing with a black dog outdoors on a snowy lane with trees in the background and blue skies above.	The dog is heavily panting as he runs in circles	neutral
Many people have gathered in the street.	People are in the street.	entailment
The two girls are playing on a yellow and red jungle gym.	Two girls building a sand castle in the sandbox.	contradiction
Two men facing off to waiting for game to begin.	Two men wait to compete in an event.	neutral
A group of women, who look unhappy, are sitting in a kitchen talking.	Some people are having a conversation.	entailment
A young child in a striped sweatshirt brushes the hair of a younger child.	A young child is happy.	neutral
A man in a leather jacket and hat looking off into the distance.	A woman looking into the distance	contradiction
Snowboarding practice on a snowy hillside	Something to do with snowboarding is happening on a hillside covered in snow.	entailment
A small girl dancing in a parade wearing bright red and gold clothes.	The girl is celebrating 4th of July with her parents for the first time.	neutral
A brown and white dog is licking a small brown terrier.	A brown and white dog is licking a terrier	entailment
Chinese police helping ill people in bad weather.	Chinese police helping ill people in bad weather out of a flood.	neutral
An old woman in a long white skirt walks out of a shop on a stone road.	An elderly woman wearing a long, white skirt visits shops along a stone road in London.	neutral
A man wearing blue jeans and a young boy wearing a brown shirt are playing in the backyard.	A man has white jeans.	contradiction
Two Caucasian women are seated and are smiling for the camera.	Two women are smiling for a camera.	entailment
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling.	A girl with a dress holding a purse, rides her scooter smiling.	contradiction
three men drinking one playing guitar hero.	Men drinking and playing guitar hero	entailment
A man wearing a large crown sitting at a desk raising an item over his head.	A man with a bare bald head is standing outside.	contradiction
These people are sitting down in chairs watching a game.	People are sitting down in chairs watching a game.	entailment
A man in a striped shirt and walking.	The man is sitting and drinking tea	contradiction
A woman in a blue coat and dark boots.	The woman is a model.	neutral
A woman with a bright blue satchel measures the blood pressure of an old woman sitting in a chair.	Two people are playing doctor.	neutral
A woman in sunglasses is brushing her hair back.	A lady is using a hairbrush	entailment
Two men in a graveyard, one digging and the other on a cellphone.	Two males are seen in an area with tombstones.	entailment
two black and white dogs fighting in the snow	The animals fight over a mate.	neutral
A man in a brown leather coat is singing into a microphone.	man on stage	neutral
A person uses his or her laptop in a kiosk.	A person uses his laptop in his car.	contradiction
The baby in the pink romper is smiling.	The baby is happy.	neutral
A group of kids playing in a play center.	kids play together in a building	entailment
A young girl sticking her toe in a large puddle.	A girl is not wearing sandals.	neutral
A dark-skinned man smothered in white liquid.	the man is covered in liquid marshmellow	neutral
A young woman wearing a black tank top is listening to music on her MP3 player while standing in a crowd.	A young woman decided to stay home and rest.	contradiction
A young girl is holding a long thin yellow balloon.	There is a girl holding a balloon outdoors	neutral
a boy cleans the bubbles off his face.	A boy is in the bathtub.	neutral
Asian artist stretches while painting outdoors.	The artist is painting an outdoor scene.	entailment
a young boy wearing a yellow shirt walking on the beach carrying a surfboard	The boy is happy	neutral
A young man in a suit standing out from the crowd, at what appears to be an art exhibition.	Business man waits to get into an exhibit.	entailment
Five ballet dancers caught mid jump in a dancing studio with sunlight coming through a window.	A dancing studio is unoccupied.	contradiction
A black and brown dog running outside.	A dog sits down patiently, waiting for a treat.	contradiction
A woman is reading a magazine in a reception room.	A woman is standing up at a doctors office.	contradiction
Two dogs play in the grass.	The dogs are playing with each other.	neutral
Two people sitting in a meadow enjoying a mountain view.	Two people are relaxing in a meadow, enjoying the view	entailment
Two men wearing white, one with a red belt one with a blue belt fight on a blue and red mat with another man refereeing.	Two men in white bathrobes, one with a red belt and one with a blue belt, are relaxing in a sauna.	contradiction
A toddler runs toward the camera at a park.	The toddler at the park is about three years old.	neutral
A man wearing a plaid short-sleeve shirt and light brown pants jumps high in the air in front of mist covered mountains.	The man is hiking/backpacking across Europe.	neutral
A lady in a blue swimsuit is swimming underwater.	a person is in water	entailment
A band is playing on the sidewalk while people watch.	The band is playing music.	entailment
Two black men dressed in military gear.	A military helicopter lands in a field.	contradiction
A quarterback hands off the football to a running back.	There are people playing football.	entailment
Two women and a man have a conversation while others party in the background.	Three sisters are discussing politics in an otherwise quiet room.	contradiction
Wonderful clear skies and beautiful night.	The moon shines down at night.	neutral
A person wearing white socks and black shoes is in front of a microphone.	The man attempts to rally the audience.	neutral
Two men are helping another man cross a stream.	People are outdoor.	entailment
Kids chasing a soccer ball.	Kids running.	entailment
Two people, a man in all black and a woman in white, are dancing.	People are dancing at a wedding.	neutral
A police officer on a bicycle rests on a stone pathway in a lightly crowded area.	A cop sits on the path in the midst of a crowd.	entailment
A man is standing by a group of video games in a bar.	A man is sleeping by a group of kittens.	contradiction
Water streaming from a young woman in a swimming pool flipping her wet hair backwards.	The woman was taking part in a sit in on campus	contradiction
This family needs a rest after their long walk so they stop at the park to feed the pigeons.	The family is on vacation	neutral
A man stands in a workshop, near a table covered with metal parts and machinery.	A man is teaching a pottery class.	contradiction
An old man with white hair in a red hat	An old man with white hair in a red hat and dirty overalls.	neutral
A man belaying down a waterfall	a man climbs down a raging waterfall	entailment
A child is playing the accordion in front of Christian Dior.	A child is painting.	contradiction
A man in glasses reads a paper in front of an Asian market and a life-size cardboard cut-out of a woman.	A person is reading outside.	entailment
A man in a blue shirt is holding a construction hat.	A man's hands are empty.	contradiction
The young lady, in the black and blue shirt, is blow drying and brushing her hair, while another woman watches.	A lady is getting ready to go out as her friend watches.	neutral
A man sitting in a chair in the middle of a group of people.	A man is telling a story to a group of people.	neutral
A skateboarder in an ally doing tricks while jumping over panels.	A tall human doing tricks	neutral
A woman in a skirt and cowboy hat and a woman in pink pants with an exposed midriff are walking down the street looking at the shops.	Hookers are walking down the street.	neutral
A lady with a pink bike is smiling for the camera.	A woman and a bike.	entailment
A girl sitting in the middle of a dirt field by herself.	A girl is outside.	entailment
Two young boys looking at comic books on a couch.	Two boys are playing video games on the couch.	contradiction
Lady dressed in white on blanket in middle of crowd.	The lady dressed in white is Indian.	neutral
Several people on a beach, and a ball.	The team prepare to play a game of volley ball.	neutral
Several people waiting to play musical instruments	People are waiting to play their instruments.	entailment
A woman pushes a cleaning machine while walking on a brick pathway beside a minivan yellow cab.	The women is walking out side pushing a heavy machine.	entailment
A girl and boy wearing swimming goggles have their arms around each other.	Two people are touching.	entailment
A little dog looks at a tennis ball in the air and a parrot sits nearby.	A small dog watches a tennis ball in the air and a bird sits close by.	entailment
A crowd of people, with a man checking his phone facing you.	A man is trying to see the time	neutral
A young Asian man in a blue shirt with a small beard and mustache takes notes with a pencil from a large book.	A man is yelling.	contradiction
The lady is walking to class in the snow.	There is a women hurrying to get to class	neutral
a small dog walking through the snow	Small dog seated on the snow	contradiction
Young boy brushing his teeth with a woman in the background.	A young boy is washing his face.	contradiction
A woman is surprised to have her picture taken on this fall day outside Spaulding's women's store.	She is famous.	neutral
Members of a band perform dressed in white while the drummer sits behind them.	a famous band performs	neutral
Two people kissing in a unkempt yard.	The couple kiss outdoors.	entailment
Several members of a wedding party, including the bride, are walking past a lamp and some park benches.	The people are walking at a park.	entailment
The woman in blue shorts and a brown vest has a black dog to the right of her and a dog behind her.	A woman is walking three dogs	contradiction
A man with red and yellow knee high socks, a polka dot short-sleeved button up shirt, suspenders and brown shorts with a design on them is in front of an audience working a strange contraption in his hands.	A woman plays a harp in front of an enthralled audience.	contradiction
Third world country workers bring collections of bananas and other supplies.	a working is bringing banannas	entailment
There is a man looking sideways down an out of focus street.	There's a man with his head hung down staring at the ground.	contradiction
Three people are skating around a curved street while onlookers watch them perform.	No one is watching the skaters perform.	contradiction
A busy operating room with high tech equipment to assist the doctors.	A judge and an accused are staring at each other.	contradiction
Two young girls, one in sunglasses, play with a large soap bubble in the park.	A couple of children are outside.	entailment
A man is wearing jacket is in the hole.	A man with a jacket is in a hole.	entailment
A male inside of a Brigada truck sitting outside of a locked gate, and a dark-skinned woman holding a red flag.	The man is sitting inside a vehicle outside.	entailment
A man wearing a red tie standing in front of a statue.	A homeless man leans against a statue.	contradiction
The graffiti on the wall is bland and tasteless.	The graffiti on the wall is beautiful and full of life.	contradiction
A child with a yellow balloon walks through a fair.	The little girl holds  clutches her balloon while she strolls through the carnival.	entailment
guys in a hair salon one guy holding up one finger.	Someone is getting a haircut.	entailment
Two singers in white shirts on stag in a bar.	Performers wearing black sequined gowns serenade the old man.	contradiction
A man walks down the street past a brick building with white graffiti on it.	The man walking down the street is going home.	neutral
A woman poses with a small girl in front of a flower bush.	A woman poses with a girl.	entailment
Three children are by a waterway behind a house.	Three children are indoors.	contradiction
A young man preparing food with diners in the background	The man is preparing fried eggs for his customers.	neutral
The lady in the multicolored shirt has a necklace on a white object in her hand.	The lady is holding something	entailment
A group of small children and an older woman look at statues	People watching at a statue	entailment
A man and a woman eating dinner together.	The people are consuming food	entailment
one boy playing a snooker indoor	A boy is enjoying the snooker he is playing with.	neutral
An older gentleman working with tools in a machine tool shop while wearing headphones to protect his ears from the noise.	An older gentleman is eating a sandwich.	contradiction
A boy kicks a giant baseball while a group of children watch.	The boy is kicking the ball to another child.	neutral
A young man doing a flip at a city park.	He is outside.	entailment
A disabled person pushing her cart along side the building.	Everyone is in a bus.	contradiction
An all black cat with bright green eyes has caught a gray mouse.	A black cat and a gray mouse	neutral
Red cross workers and emergency personnel stand next to a wrecked black automobile.	A vehicle has been unharmed in an accident.	contradiction
Two men in orange clothing and hard hats oversee a scraper as it works on repairing a road.	Two men in orange clothing and hard hats taking a break from work.	contradiction
A man on stage playing guitar.	Music is being performed.	entailment
Woman and young lady sit on the sidewalk while young man plays flute in background.	They are enjoying the music.	neutral
Group of Police officers in uniform standing in a parking lot, smiling and talking.	The people are performing CPR on a shooting victim.	contradiction
A Native American pow wow is being demonstrated to onlookers.	They are in a museum.	neutral
Four men are hanging out in front of a building.	There are four friends hanging out.	neutral
a small tan dog running in the grass with a stick in his mouth	A small dog running in the grass.	entailment
A young woman plays on a swing set while trees sway in the background.	Two cats watching fish in an aquarium.	contradiction
Five people staring in the same direction, two of whom are wearing face masks.	5 kids sitting in the house playing Settlers of Catan.	contradiction
People under a tent listening to a man with beard playing a brown guitar.	A man with a guitar performs for an audience.	entailment
A man is doing a headstand, balanced on a bottle, on a street corner.	A man is surrounded by people, balancing on a bottle outside	neutral
A group of kids standing outside.	There are kids outdoors.	entailment
The man in dark clothes and glasses sat on the rock with the baby.	the man sang to the baby	neutral
A marathon runner jogs past pedestrians and portable toilets.	A marathon runner jogs past pedestrians and portable tents.	contradiction
A Malaysian contestant is riding a bike on a trainer.	A malaysian man walks down the road.	contradiction
The snowboarder is in the middle of a very tall jump	Downhill skier on slolum course.	contradiction
An elderly man, wearing a white hat, is sweeping a parking lot.	A man is outside	entailment
a man on a bench feeds a dog.	a man is feeding his son	contradiction
A man with a suitcase walks through an alley between two large buildings.	A woman dancing in a park	contradiction
A guy on a surfboard.	A man drowning in the ocean with his surfboard.	contradiction
Five men stand on construction scaffolding with paints splattered on them as they appear fascinated by something to the left, one even records the unseen event on a phone.	A group of painters watch as something is happening.	entailment
A female in a pink shirt and black pants in a harness looks thrilled.	The woman is getting ready to bungee jump.	neutral
A blond woman walking a plaza in front of brightly colored buildings.	a blonde woman in front of bright buildings waiting for her ride	neutral
A mountain climber scales a steep rock face.	The mountain climber is being supported by ropes.	neutral
man in t-shirt and shorts doing a backflip on a sand hill.	The man is on the beach near the ocean.	neutral
A very happy boy is climbing a pole on a porch in a backyard.	The boy is smiling.	neutral
a vendor selling mean and other food on a street	The person is selling origami.	contradiction
Two women watching a parade.	Two humans watching a parade.	entailment
Oregon percussionists are marching with the band.	There is marching.	entailment
An old man smiling at the camera in front of a rocky, barren patch of land.	A man is smiling because he is drunk and happy.	neutral
two people wearing bright green shirts and dark pants are standing next to a white and blue van with a black and green stripe.	The two people are waiting for their friend to show up.	neutral
Men holding a fishing net on the beach.	a man fishes with a net	entailment
Two surgeons performing a surgery.	Two doctors doing a heart transplant	neutral
A blond woman wearing a hat.	The hat is keeping the lady's head dry in the rain.	neutral
A child in blue jeans with the cuffs rolled up and black socks taking a nap under a plum-colored covering decorated with large white concentric circles.	A child is sleeping.	entailment
Two short-haired children stand; one has an axe.	Two children have an axe.	entailment
Girl running past a bench.	Man skipping past a playground.	contradiction
A man dressed in yellow and black is performing a magic trick at a marina.	Sailboats sail in the background as the magician performs.	neutral
Some people in medieval costume are walking through a crowded street.	The people in costumes are on the street.	entailment
Children are playing in a fountain.	Children flying kites.	contradiction
A young man is' heading' a ball while on the beach, another young man, in the background, looks at him.	Three women wrestle for the control of the beach.	contradiction
A girl in a blue jacket stands in front of a drab crowd while they watch something.	The girl is wearing a blue jacket	entailment
A middle-aged woman on vacation looking out over the ocean while her traveling companion snaps a photo.	a woman on vacation	entailment
A person wears a mask.	A person is covering their face.	entailment
people getting ready to ride bikes.	There are people on the pool.	contradiction
A pair of hands being washed in a sink.	Hands are being washed because they touched raw chicken.	neutral
A group of women pose for a picture as a man plays guitar behind them.	A group of woman is posing in front of a musician.	entailment
Photo is of a female bicyclist(#9) as she rides a red bicycle down a street lined with caution cones.	A female bicyclist rides down a construction site littered with traffic cones.	neutral
An orange boat with three men in life jackets aboard is making a turn in an ocean setting.	A boy plays with a boat in the tub.	contradiction
Two scuba divers underwater wearing white shirts and scuba equipment along with fins on their feet.	Two people dressed in white shirts and with fins on their feet swim underwater as they haul scuba equipment along.	entailment
Teacher explains opportunity to an overweight woman in a yellow shirt.	The male teacher is teaching the class.	neutral
Two dogs are chasing each other on green grass.	The dogs are fighting over a stick	neutral
Two children eating food.	Two sisters are eating food	contradiction
Two men boxing in a wired cage.	Someone will win the boxing match.	neutral
People crossing a street next to a smart car.	People are at the movies.	contradiction
A young woman walking along in the shadows in front of a fenced area.	A person walking.	entailment
A small white dog inspects two sheep.	A dog has turned into a sheep.	contradiction
People stand in a warehouse.	People are shopping in a warehouse.	neutral
A little boy wearing a blue hat and coat is standing amongst the pigeons on the street.	A boy is inside.	contradiction
A BMX biker riding down a muddy trail wearing protective gear.	Biker in a helmet riding a trail	entailment
A girl is sitting on the beach and appears to be approaching a hit on the head by a plastic inflated hammer.	The girl is worried about what may happen to her.	neutral
A child walks on the beach with a bucket.	A child is eating an ice cream cone.	contradiction
A BMX biker shoots up into the air.	The bike is bright red.	neutral
A man with a shaved head and sunglasses smiles broadly.	The man is frowning.	contradiction
Two college students talking about their class they have.	Two college students compare their classes and teachers.	neutral
A man with no shirt and a woman in a bikini in the water looking away from the camera.	Man and woman in swimming clothes.	entailment
A girl kicks a ball with three girls doing the same in the background.	Two of the girls are wearing dresses.	neutral
Two beige dogs are playing in the snow.	The dogs are playing outside.	neutral
A tired-looking young asian couple in casual clothes stand outside on a sidewalk with late-afternoon shadows stretching to their left.	A couple stands on a sidewalk.	entailment
Some men are finishing a race.	People finishing a race.	entailment
A muscular woman holding a tennis racket and wearing athletic clothing kneels a few feet back from the net on a tennis court.	A woman is playing tennis.	entailment
Several women, one in a black dress, walking down the street.	Women walk down the street.	entailment
There are young men playing a game of football, one man has been tackled by another player.	Men are playing soccer in the field.	contradiction
two people riding a motorcycle together on a sunny day.	people going to work	neutral
A man in a blue shirt helping a man in a red shirt fix a trail bike	Two people fix a trail bike.	neutral
A man in a white shirt walks in the tall grass holding a stick.	The man sits on the ground in his backyard.	contradiction
A surfer riding the waves.	A man kayaking a lake.	contradiction
Three elderly women walking from behind.	Three old women are strolling through a park.	neutral
a band playing a show for a group on fans.	A musical group is heard by people.	neutral
a man with his arm around a woman are posing.	The man and woman pose.	entailment
LeBron James passes a basketball while wearing a USA Jersey while 4 opponents stand nearby.	Lebron James is playing basketball.	entailment
Audience members attending an indoor concert while a shirtless band member sings.	There is a crowd at the concert.	entailment
2 small children are in boat floating in the water.	Two children are rowing the boat to meet with their dad.	neutral
A man and a woman, formally dressed, stand in front of a tall structure, both looking out at the ocean.	The man and woman were sunbathing on the beach.	contradiction
Boy wearing a red jacket performs a handstand on the grass.	Boy in a red jacket standing on his hands on the grass.	entailment
Guy in white fuzzy jacket plays guitar while a man in purple button up sings.	Two men are talking	contradiction
a young boy wearing a blue outfit playing with a rocket.	A boy is wearing lilac outfit.	contradiction
An elderly couple dancing in a restaurant while there grandson hides his face.	An elderly couple dancing in a restaurant while there grandson hides his face and	neutral
A shirtless man wearing long pants is doing a skateboard trick in a metropolitan area where a man and woman are walking away from the camera.	The man is being paid to perform tricks on his board.	neutral
A group of people talking at tables.	The people are talking about sports.	neutral
A woman is holding a bird while sitting in a flowering tree.	A woman shoveling snow from her driveway.	contradiction
A man with a blue baseball cap on is sleeping against a rock.	The man dozes off against a rock.	entailment
A multitude of people in swim-wear play in the water in front of a white wall while people behind a row of bicycles look on.	A group of people play in the water, while other's watch.	entailment
Two people sitting at a table in a restaurant.	Two people are getting ready to eat.	entailment
A child on a plastic sled.	The child is outside.	neutral
A man and woman stand in front of a large red modern statue.	The man and woman are sitting.	contradiction
A man riding his bicycle near the ocean.	The skier jumps the ramp.	contradiction
Three women playing volleyball and two are jumping to attempt to block a shot.	the women are tall	entailment
a young girl climbs a rock wall, in a purple dress.	A girl in a purple dress is climbing a wall.	entailment
A woman with sunglasses on her head is carrying a blond toddler.	a woman carries her kid after he is tired from school	neutral
A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is staring at two smiling women in military attire on a city sidewalk.	Someone looks at a man who stares at people.	neutral
Asian police in blue uniforms are standing in front of a construction site.	There is an Asian police officer.	entailment
A person wearing a purple helmet is snowboarding down a hillside.	A person is wearing a helmet outside.	neutral
A football player pushes a weight sled across the football field	A sports player is pushing an object outside.	entailment
An old man with a mustache is sitting down holding a gun and smiling.	A man has a firearm.	entailment
Two cyclists traverse a green terrain.	The cyclists are outdoors.	entailment
A woman is looking out of a window while cleaning a broken flower pot.	A woman looks at her evil cat on the floor.	contradiction
Soldier sitting on top of Jeep holding a machine gun and soldier sitting inside.	The soldiers are fighting a war.	neutral
Several men climbing a pole as a crowd watches them.	The men are riding bikes.	contradiction
Two men paint a curb on a busy street corner.	A tennis player swings at a bug.	contradiction
Three people looking concerned facing us, a girl in a backback facing away.	All of the people are girls.	neutral
a lady walking down the street holding something on top of her head	A lady walks on the street slowly	neutral
A long-haired musician, playing his guitar in a performance.	A long-haired musician, playing his guitar and singing in a performance.	neutral
A family is observing a flying show.	A family looking up into the sky at a flight show outside.	entailment
the two boys playing guitar	Two girls are singing a duet.	contradiction
A boy is standing in a boat, holding up a fish to the camera and smiling.	A boy posing with a fish.	entailment
A cowboy on the back of a galloping horse.	A cowboy is on the horse.	entailment
The person is standing far away while another person is taking a picture.	The person is standing close by while another is taking a picture.	contradiction
A boy lying on a floral department store couch with his feet in a girl's lap.	A boy is lying on a couch.	entailment
Three people stand in line waiting to buy something to eat at a fair booth selling Martins' Famous Louisiana Sausage's (sic).	Three hungry people at a fair wait for their sausages.	entailment
A little boy, playing t-ball on a sunny day with his dad watching from behind the fence.	A little boy is playing on his t ball team and his dad is watching him.	neutral
Three asian woman wearing white.	Three woman are wearing solid blue.	contradiction
A small crowd of businessmen wait for their subway train.	A small crowd of businessmen are walking along the street heading to a meeting	contradiction
A man in period clothing stands behind a bar.	A woman is sitting at a table.	contradiction
Six women in what appears to be a roller derby match, with bleachers and onlookers in the background.	Some people are eating in a quiet cafe.	contradiction
A girl with a backpack runs down the street.	A girl wears a backpack.	entailment
Men playing soccer in a field	Men are playing soccer while wearing tights and pretending to be superman.	contradiction
A large group of close together cyclists in the middle of a road race.	The cyclists are riding the team bus to their race.	contradiction
A small child stepping away from a crowd-lined street in front of a band marching in a parade.	There is a kid leading a parade.	neutral
A check with a green shirt uses a blowtorch on some food.	The check is using a blowtorch to sear some meat.	neutral
A red-haired man in white pants glances at a couple sitting on a step.	The man is looking at a couple.	entailment
two men sit at a encripted stone in the mountains.	The men are outside in the mountains.	entailment
An Asian storefront with bikes and people walking.	A store offering a massive sale.	neutral
Two people street cleaning by hand and with machine.	The street is big.	neutral
A little girl wears a Dora the Explorer outfit while scrubbing rocks in a tub with a toothbrush.	A girl wearing a Barney outfit scrubs rocks in the tub with a sponge	contradiction
A man in a pointed hat carries many large bags full of food down a city street.	A man is carrying groceries home to his family.	neutral
Two young girls dressed in winter clothes play in a mound of snow.	Two young boys dressed in winter clothes play in a mound of snow.	contradiction
Two women in white lab coats examine a dyed area on a cluster of cells using a projector.	Two women use a projector.	entailment
A woman in a short red dress and black boots stands while playing an electrified red cello.	A man dressed all in black charges forward towards a park bench.	contradiction
Two persons are examining a bicycle that is upside down on some asphalt in front of somebody's yard and home.	The person is examining a bike.	entailment
Two people leaning over a fence looking at the water.	People are kayaking in the water.	contradiction
A man in a red apron displays a gourmet plated entree.	The man displayed a sculpture.	contradiction
A lady brings a drink to a seated couple comprised of a woman wearing a long white dress and a man in a dark suit.	A waitress serves a drink.	entailment
A man on crutches in a red, blue, and white uniform is standing on a football field looking up at the sky.	The man was happy to be standing on a football feild	neutral
A dog and sand blowing in the wind	A dog chews the side of the a couch.	contradiction
Two women are shaking hands on a tennis court.	Two woman before a tennis match.	neutral
A man in all black clothing shoveling snow from a sidewalk.	The guy is shoveling the snow outside has blue clothing.	contradiction
a family gathers for a nice meal in a comfortable home watching tv next to the fireplace.	The group is playing basketball.	contradiction
Two boys pose with an action hero.	Three people pose.	entailment
A rugby scrum is formed on field made almost entirely of mud.	The team is playing in heavy rain.	neutral
Three young children consisting of two girls and a boy who is holding an apple with a bite out of it, are posing on a scenic mountain view background.	The three young childeren were hold an apple with a bite on it	entailment
A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.	A man in a tricorn hat eating bananas under an umbrella.	contradiction
A man with saving cream on his face is having a kid scratch his head.	A child scratches a man's head while he is trying to shave.	entailment
A man is reading a newspaper on a subway.	A man is reading a newspaper on a bus.	contradiction
A man watches a girl jump into a pool.	The girl is jumping on a trampoline.	contradiction
many people gather outside.	group of people outdoors	entailment
An audacious motorcyclist who is zooming through a racetrack.	There is a motorcylist that is riding fast.	entailment
A five-piece band, four of the men in red outfits and one of them in a leather jacket and jeans, perform on the sidewalk in front of a shop.	The band is performing.	entailment
A man in a park is leaning on a bar looking, towards the camera while a boy in the background is leaning over a bar, and a lady with a bag is reaching towards a girl.	The woman has cookies in her bag.	neutral
A little girl sweeps a sidewalk.	A child sweeps the sidewalk outside the bakery.	neutral
The strong male partner in the water dancing team held his female partner above his head while she posed acrobatically over his head.	The man and woman are in bed asleep.	contradiction
A woman in a white shirt is speaking to an audience made up mostly of children.	A woman is in a room with only adults.	contradiction
a couple kisses.	The people are punching each other	contradiction
A picture of a sidewalk in a city with people and cars.	People like picture.	contradiction
A woman is lying in a hospital bed.	The woman lays in the grass.	contradiction
A group of people work in their shared urban garden as passersby watch.	The people are attending a meeting at city hall.	contradiction
A man in a puffy black coat stands near a tree trunk while a woman in a white scarf stands next to him with her head slightly bowed.	two people are near a tree	entailment
One man laying outside in the shade of a tree with a sunglasses on while reading a book.	The man was on vacation.	neutral
A light tan cat laying down on a concrete ledge next to the bushes.	A cat is near some bushes.	entailment
A man is standing on a ladder painting bricks	An old lady is standing on a ladder	contradiction
A giant inflatable ball, taller than a man, is chased by two men in orange shirts.	two men chase 2 girls	contradiction
A race car is smoking on the track.	There is smoke by the car.	entailment
An older man at a train station reads the newspaper.	A man feeds birds at a park.	contradiction
Two boys stand in the surf.	The boys are playing at the beach.	neutral
A bridesmaid and groomsmen walk down the aisle.	Two people are in a church.	neutral
A child smiling in a park	A child is smiling in the park because he saw the Ice Iceream man.	neutral
Two children kick each other while being suspended from the ceiling.	The two kids hate each other.	neutral
The people are getting ready for the show to begin.	People stare in awe at the movie screen.	contradiction
A young boy in a green shirt is looking down and slightly smiling.	The boy is happy.	neutral
A lady in a yellow tank and black pants is running in a marathon.	A person is running.	entailment
A soccer game is played in a stadium filled with spectators.	A soccer game is currently happening.	entailment
A windsurfer speeds towards the beach.	The windsurfer is sitting on the beach.	contradiction
Young Asian girls rest along a river's edge.	The girls rested by the river	entailment
A girl jumps in the grass.	There is a girl jumping through a sprinkler in the yard.	neutral
A balding man in a suit sitting on a chair with one leg raised speaking into a mic.	A man delivering a lecture	neutral
Two kids wearing white robes are practicing martial arts; boy on the left has blond-hair and is blocking a punch thrown by the dark-haired boy on the right.	One of the boys practicing martial arts is wearing a black robe.	contradiction
Child holding an object that is on fire.	The child is playing with a sparkler	neutral
Multiple race cars seems to need tune ups, two yellow car one white and one black	The race cars are not running at optimum speeds.	entailment
A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket in front of a white truck and orange pylons.	A street working is working on a building.	neutral
A young man shaves his face, while a girl behind him takes a picture in the mirror.	Two males enjoy shaving each other's bodies.	contradiction
A blond-haired woman wearing a blue shirt unwraps a hat.	The blond-haired women has a shirt on.	entailment
A man standing behind the counter	A man is the cashier in a store.	neutral
A young boy stands on a golf mat with a city on the horizon, and a golf club in his hand, which appears to have just been swung.	A boy has just swung his golf club at the goft course.	entailment
Different people are walking on a sidewalk, in both directions, in front of an orange canopy.	the people are sitting	contradiction
Motorcycle stunt performer prepares for his next trick as the crowd looks on.	A person performs for a crowd.	entailment
Even in cooler weather men will get out and play with their model planes.	Men are cooking in cool weather.	contradiction
A man is jumping on another man with a white face and long hair in a wrestling Ring.	The man picks up the other man on his shoulders.	contradiction
A group of people walk down a street at night.	They are playing at the park	contradiction
